No.,Time,Source,Destination,Protocol,Length,Info,RTT,Lost Segement,Duplicate,Retransmission,IDK,Subflow,SubflowNo,packetloss,Time_Diff,Bandwidth,Jitter
6277,72.262426545,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1113073 Win=3122560 Len=0 TSval=1401764999 TSecr=939784789,2.6095e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.609499999550735e-05,3065721.403095352,4.117034634328009e-06
6278,72.277564704,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35094590 Win=3132416 Len=0 TSval=1041656545 TSecr=2010529744,0.191635828,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.015138159000002815,5284.658458137817,0.012189503876215754
6279,72.281902783,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35105982 Win=3130880 Len=0 TSval=1041656557 TSecr=2010529857,0.083104503,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.004338079000007156,18441.342354500237,0.014351925703002978
6280,72.282879089,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1113073 Ack=1 Win=64256 Len=1424 TSval=939784789 TSecr=1401764519,3.979100000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.000976305999998317,1552791.8500988556,7.417176420664193e-06
6281,72.282903045,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1114497 Win=3121152 Len=0 TSval=1401765019 TSecr=939784789,2.3956e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.3955999992608668e-05,3339455.669756346,9.709317257260296e-06
6283,72.289540178,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1114497 Ack=1 Win=64256 Len=1424 TSval=939784789 TSecr=1401764519,2.5025500000000054e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00663713299999813,228411.87603147732,9.607589010887881e-06
6284,72.289564866,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1115921 Win=3119744 Len=0 TSval=1401765026 TSecr=939784789,2.4688e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.4688000010542055e-05,3240440.6985514862,7.161863416886298e-06
6285,72.299079723,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=1115921 Ack=1 Win=64256 Len=1424 TSval=939784789 TSecr=1401764519",2.4322000000000056e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.00951485699999921,159329.77237599323,3.877899938815868e-06
6286,72.299101442,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1117345 Win=3118336 Len=0 TSval=1401765036 TSecr=939784789,2.1719e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.1718999988706855e-05,3683410.840351641,5.384845614949525e-07
6287,72.311184237,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1117345 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,2.3203500000000053e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01208279500001197,125467.65876591452,6.449707664965445e-07
6288,72.311208083,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1118769 Win=3129344 Len=0 TSval=1401765048 TSecr=939784790,2.3846e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.3845999990612654e-05,3354860.3552584597,5.971899239439652e-07
6289,72.313593164,10.10.3.105,10.10.3.102,MPTCP,11484,"55092  >  5201 [PSH, ACK] Seq=35106142 Ack=1 Win=64256 Len=11392 TSval=2010529971 TSecr=1041656557",0.11105742050000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0023850809999999,4814930.813670681,0.012763905104143733
6291,72.32184697,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1118769 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,2.2782500000000055e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.008253805999999031,183672.84135345294,4.215079243148934e-07
6292,72.32187604,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1120193 Win=3128064 Len=0 TSval=1401765058 TSecr=939784790,2.907e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,2.9070000010733565e-05,2751977.983160009,8.315803059598145e-07
6293,72.322635947,10.10.3.105,10.10.3.102,MPTCP,1404,"55092  >  5201 [PSH, ACK] Seq=35117534 Ack=1 Win=64256 Len=1312 TSval=2010529980 TSecr=1041656557",0.11023733425000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0007599069999884023,1847594.5083035529,0.0010587267962223709
6294,72.333625044,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1120193 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,2.6458000000000054e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.010989097000006609,137954.92022675643,1.7069082225650293e-06
6295,72.333663723,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1121617 Win=3126656 Len=0 TSval=1401765070 TSecr=939784790,3.8679e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.8678999999319785e-05,2068305.7990487574,3.1529476747378583e-06
6296,72.345555841,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1121617 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,3.3874500000000057e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01189211800000578,127479.39433490847,4.105720526245608e-06
6297,72.345603766,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1123041 Win=3125248 Len=0 TSval=1401765082 TSecr=939784790,4.7925e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.7924999989845674e-05,1669274.9090652135,5.186514536722523e-06
6298,72.357232592,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1123041 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,4.3302000000000054e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.011628826000006143,130365.69641674914,5.704864623544264e-06
6299,72.357286562,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1124465 Win=3123840 Len=0 TSval=1401765094 TSecr=939784790,5.397e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.3969999996184015e-05,1482304.984355317,5.74725303388204e-06
6300,72.36947593,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1124465 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,5.094750000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.01218936799999426,124370.68107228479,5.287743983540218e-06
6301,72.369519353,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1125889 Win=3122432 Len=0 TSval=1401765106 TSecr=939784790,4.3423e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.342300000814703e-05,1842341.6158485224,3.400157020431624e-06
6302,72.401481392,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1125889 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,4.869650000000006e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.031962038999992615,47431.26682250623,1.6319588093015604e-06
6303,72.401531803,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1127313 Win=3121024 Len=0 TSval=1401765138 TSecr=939784790,5.0411e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.04110000036917e-05,1586955.2279094134,1.3637478891851507e-06
6304,72.403437586,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1127313 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,4.691700000000006e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.0019057829999979958,795473.5665086708,1.242206979636274e-06
6305,72.403493624,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1128737 Win=3119616 Len=0 TSval=1401765140 TSecr=939784790,5.6038e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.60380000109717e-05,1427602.6978895888,1.3450628385440113e-06
6306,72.405876854,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1128737 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,5.322450000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.002383229999992409,636111.4957451982,2.812860354330667e-06
6307,72.405929811,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1130161 Win=3118208 Len=0 TSval=1401765142 TSecr=939784790,5.2957e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.2956999994080434e-05,1510659.5919131078,3.1972266323471705e-06
6308,72.413713757,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35117534 Win=3129344 Len=0 TSval=1041656672 TSecr=2010529971,0.100120593,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.007783946000003539,10277.563590493,0.011868351487331955
6309,72.418668068,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35106142 Win=3130880 Len=0 TSval=1041656669 TSecr=2010529869,0.09161254800000002,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.004954311000005873,16147.553110796873,0.012345149156406676
6310,72.418937188,10.10.3.105,10.10.3.102,MPTCP,76,[TCP Dup ACK 2015#15] 55092  >  5201 [ACK] Seq=35118846 Ack=1 Win=64256 Len=0 TSval=2010530077 TSecr=1041656672,0.09586657050000001,0,1,0,1,10.10.3.105_10.10.3.102,1.0,0.0,0.0002691199999986793,282401.9024984132,0.009939071251120712
6311,72.425212616,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1130161 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,5.449750000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.006275427999995031,241577.14820426595,1.9650920920548294e-06
6312,72.425268888,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1131585 Win=3126656 Len=0 TSval=1401765162 TSecr=939784790,5.6272e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,5.6272000009016665e-05,1421666.192550137,6.251755070628358e-07
6313,72.463041721,10.10.3.105,10.10.3.59,MPTCP,1516,"39317  >  5201 [PSH, ACK] Seq=1131585 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519",5.461450000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.037772832999991124,40134.66503823942,3.507673701537143e-07
6314,72.463084354,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1133009 Win=3125376 Len=0 TSval=1401765200 TSecr=939784790,4.2633e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,4.263300000673098e-05,1876480.6602249302,1.2621541349869353e-06
6315,72.486621385,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1133009 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,4.945250000000005e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,0.023537031000003594,64409.1431922645,2.455970730104795e-06
6316,72.486659896,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1134433 Win=3123968 Len=0 TSval=1401765223 TSecr=939784790,3.8511e-05,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,3.851099999963026e-05,2077328.5554976,4.094573061413952e-06
6317,72.486689586,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1134433 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,4.057200000000006e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,2.9689999990978322e-05,51060963.302817635,5.046619455661116e-06
6318,72.486698233,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1135857 Win=3122560 Len=0 TSval=1401765223 TSecr=939784790,8.647e-06,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,8.647000001360539e-06,9251763.615983881,7.415103180688584e-06
6319,72.486710417,10.10.3.105,10.10.3.59,MPTCP,1516,39317  >  5201 [ACK] Seq=1135857 Ack=1 Win=64256 Len=1424 TSval=939784790 TSecr=1401764519,2.3579000000000053e-05,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,1.2183999999137995e-05,124425476.0429461,9.485087416848562e-06
6320,72.486718136,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1137281 Win=3121152 Len=0 TSval=1401765223 TSecr=939784790,7.719e-06,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,7.718999995631748e-06,10364036.798195716,1.066266691438568e-05
6321,72.486729707,10.10.3.105,10.10.3.59,MPTCP,820,"39317  >  5201 [PSH, ACK] Seq=1137281 Ack=1 Win=64256 Len=728 TSval=939784790 TSecr=1401764519",8.183000000000054e-06,0,0,0,0,10.10.3.105_10.10.3.59,3.0,0.0,1.1571000001708853e-05,70866822.21751785,1.0250443578717438e-05
6322,72.487506951,10.10.3.59,10.10.3.105,MPTCP,80,5201  >  39317 [ACK] Seq=1 Ack=1138009 Win=3120512 Len=0 TSval=1401765223 TSecr=939784790,0.000777244,0,0,0,0,10.10.3.59_10.10.3.105,3.0,0.0,0.0007772440000053393,102927.78072194887,9.243955886220242e-05
6323,72.506195617,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35118846 Win=3128192 Len=0 TSval=1041656777 TSecr=2010529980,0.18355967,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.01868866600000274,4280.66936398715,0.015089121912024354
6324,72.506679132,10.10.3.105,10.10.3.102,MPTCP,10332,"55092  >  5201 [PSH, ACK] Seq=35118846 Ack=1 Win=64256 Len=10240 TSval=2010530164 TSecr=1041656777",0.14184013150000002,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00048351499999910175,21368520.10799912,0.023421457728879918
6325,72.598166608,10.10.3.102,10.10.3.105,MPTCP,80,5201  >  55092 [ACK] Seq=1 Ack=35129086 Win=3138432 Len=0 TSval=1041656865 TSecr=2010530164,0.091487476,0,0,0,0,10.10.3.102_10.10.3.105,1.0,0.0,0.09148747599999751,874.4366278068725,0.021318191825721346
6326,72.599134016,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35129086 Ack=1 Win=64256 Len=62656 TSval=2010530256 TSecr=1041656865",0.137523573,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0009674079999939522,64861981.7082268,0.009515349613597613
6327,72.599677731,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35191742 Ack=1 Win=64256 Len=62656 TSval=2010530256 TSecr=1041656865",0.11450552450000001,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005437150000062729,115406049.12366968,0.012710913262146895
6328,72.600199508,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35254398 Ack=1 Win=64256 Len=62656 TSval=2010530257 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005217770000029986,120258271.25312038,0.02262039435795494
6329,72.600742882,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35317054 Ack=1 Win=64256 Len=62656 TSval=2010530257 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005433740000029275,115478473.38971305,0.022038103601549505
6330,72.601294285,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35379710 Ack=1 Win=64256 Len=62656 TSval=2010530258 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005514029999886816,113796986.96105753,0.011509024249998681
6331,72.601835836,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35442366 Ack=1 Win=64256 Len=62656 TSval=2010530258 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005415510000119639,115867203.64031048,0.0
6332,72.602050282,10.10.3.105,10.10.3.102,MPTCP,25724,55092  >  5201 [ACK] Seq=35505022 Ack=1 Win=64256 Len=25632 TSval=2010530259 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00021444599998687863,119955606.54698144,0.0
6333,72.602371498,10.10.3.105,10.10.3.102,MPTCP,37116,"55092  >  5201 [PSH, ACK] Seq=35530654 Ack=1 Win=64256 Len=37024 TSval=2010530259 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0003212160000032327,115548416.01796445,0.0
6334,72.602907683,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35567678 Ack=1 Win=64256 Len=62656 TSval=2010530260 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005361850000014101,117026772.47561006,0.0
6335,72.603451239,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35630334 Ack=1 Win=64256 Len=62656 TSval=2010530260 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005435559999966699,115439807.49064387,0.0
6336,72.603992519,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35692990 Ack=1 Win=64256 Len=62656 TSval=2010530261 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005412800000073048,115925214.3052638,0.0
6337,72.604543322,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35755646 Ack=1 Win=64256 Len=62656 TSval=2010530261 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005508029999958808,113920948.14383593,0.0
6338,72.605088234,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35818302 Ack=1 Win=64256 Len=62656 TSval=2010530262 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000544911999995179,115152538.39253888,0.0
6339,72.605632587,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=35880958 Ack=1 Win=64256 Len=62656 TSval=2010530262 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005443530000093233,115270789.35713644,0.0
6340,72.60605172,10.10.3.105,10.10.3.102,MPTCP,49932,55092  >  5201 [ACK] Seq=35943614 Ack=1 Win=64256 Len=49840 TSval=2010530263 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00041913299999407627,119131636.02175373,0.0
6341,72.60617202,10.10.3.105,10.10.3.102,MPTCP,12908,"55092  >  5201 [PSH, ACK] Seq=35993454 Ack=1 Win=64256 Len=12816 TSval=2010530263 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00012030000000606833,107298420.60971636,0.0
6342,72.606715081,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36006270 Ack=1 Win=64256 Len=62656 TSval=2010530263 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005430610000018987,115545030.85248363,0.0
6343,72.607259008,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36068926 Ack=1 Win=64256 Len=62656 TSval=2010530264 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005439269999953922,115361068.67379549,0.0
6344,72.607779841,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36131582 Ack=1 Win=64256 Len=62656 TSval=2010530264 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000520832999995946,120476237.10572949,0.0
6345,72.608341829,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36194238 Ack=1 Win=64256 Len=62656 TSval=2010530265 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000561988000001179,111653629.61463298,0.0
6346,72.608866117,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36256894 Ack=1 Win=64256 Len=62656 TSval=2010530265 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000524288000008255,119682312.00983432,0.0
6347,72.609416764,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36319550 Ack=1 Win=64256 Len=62656 TSval=2010530266 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005506469999971841,113953222.3008949,0.0
6348,72.60996071,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36382206 Ack=1 Win=64256 Len=62656 TSval=2010530267 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005439459999934115,115357039.11925085,0.0
6349,72.610040448,10.10.3.105,10.10.3.102,MPTCP,10060,55092  >  5201 [ACK] Seq=36444862 Ack=1 Win=64256 Len=9968 TSval=2010530267 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,7.973800001082054e-05,126163184.4118845,0.0
6350,72.61050378,10.10.3.105,10.10.3.102,MPTCP,52780,"55092  >  5201 [PSH, ACK] Seq=36454830 Ack=1 Win=64256 Len=52688 TSval=2010530267 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00046333199999537555,113913996.8759481,0.0
6351,72.611031677,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36507518 Ack=1 Win=64256 Len=62656 TSval=2010530268 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000527896999997779,118864096.59510094,0.0
6352,72.611585245,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36570174 Ack=1 Win=64256 Len=62656 TSval=2010530268 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000553568000000837,113351927.85693018,0.0
6353,72.612111903,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36632830 Ack=1 Win=64256 Len=62656 TSval=2010530269 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005266579999982923,119143732.74535555,0.0
6354,72.612658316,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36695486 Ack=1 Win=64256 Len=62656 TSval=2010530269 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005464129999950273,114836213.63432246,0.0
6355,72.613203022,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36758142 Ack=1 Win=64256 Len=62656 TSval=2010530270 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005447059999994508,115196087.4307668,0.0
6356,72.613746316,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36820798 Ack=1 Win=64256 Len=62656 TSval=2010530270 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005432940000105191,115495477.58448482,0.0
6357,72.614045746,10.10.3.105,10.10.3.102,MPTCP,35692,55092  >  5201 [ACK] Seq=36883454 Ack=1 Win=64256 Len=35600 TSval=2010530271 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0002994299999983241,119199812.97865868,0.0
6358,72.614279196,10.10.3.105,10.10.3.102,MPTCP,27148,"55092  >  5201 [PSH, ACK] Seq=36919054 Ack=1 Win=64256 Len=27056 TSval=2010530271 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00023344999999608262,116290426.2174151,0.0
6359,72.614829586,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=36946110 Ack=1 Win=64256 Len=62656 TSval=2010530271 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005503900000007889,114006431.80274,0.0
6360,72.615358031,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37008766 Ack=1 Win=64256 Len=62656 TSval=2010530272 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005284450000004881,118740833.95612039,0.0
6361,72.61590562,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37071422 Ack=1 Win=64256 Len=62656 TSval=2010530273 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005475890000070649,114589591.82742976,0.0
6362,72.616446351,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37134078 Ack=1 Win=64256 Len=62656 TSval=2010530273 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005407309999867493,116042912.28270184,0.0
6363,72.616991474,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37196734 Ack=1 Win=64256 Len=62656 TSval=2010530274 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.0005451230000090845,115107966.45702767,0.0
6364,72.617537005,10.10.3.105,10.10.3.102,MPTCP,62748,"55092  >  5201 [PSH, ACK] Seq=37259390 Ack=1 Win=64256 Len=62656 TSval=2010530274 TSecr=1041656865",0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.00054553100000021,115021877.7667554,0.0
6365,72.61803643,10.10.3.105,10.10.3.102,MPTCP,58476,55092  >  5201 [ACK] Seq=37322046 Ack=1 Win=64256 Len=58384 TSval=2010530275 TSecr=1041656865,0.091487476,0,0,0,0,10.10.3.105_10.10.3.102,1.0,0.0,0.000499425000000997,117086649.64686042,0.0
